X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,Y
"4,74Е-02","0,00Е+00","6,47Е-01","1,00Е+00","7,92Е-01","4,30Е-01","8,87Е-01","7,05Е-02","1,00Е+00","9,14Е-01","8,09Е-01","8,89Е-01","3,56Е-01","2,25Е-03","0,00Е+00","3,06Е-02","4,74Е-02","3,75Е-02","2,04Е-02","4,20Е-02","3,34Е-03","4,74Е-02","4,33Е-02","3,83Е-02","4,21Е-02","1,69Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","6,47Е-01","5,12Е-01","2,78Е-01","5,73Е-01","4,56Е-02","6,47Е-01","5,91Е-01","5,23Е-01","5,75Е-01","2,30Е-01","1,00Е+00","7,92Е-01","4,30Е-01","8,87Е-01","7,05Е-02","1,00Е+00","9,14Е-01","8,09Е-01","8,89Е-01","3,56Е-01","6,28Е-01","3,40Е-01","7,02Е-01","5,58Е-02","7,92Е-01","7,24Е-01","6,40Е-01","7,05Е-01","2,82Е-01","1,85Е-01","3,81Е-01","3,03Е-02","4,30Е-01","3,93Е-01","3,47Е-01","3,82Е-01","1,53Е-01","7,86Е-01","6,25Е-02","8,87Е-01","8,11Е-01","7,17Е-01","7,89Е-01","3,16Е-01","4,97Е-03","7,05Е-02","6,44Е-02","5,70Е-02","6,27Е-02","2,51Е-02","1,00Е+00","9,14Е-01","8,09Е-01","8,89Е-01","3,56Е-01","8,36Е-01","7,39Е-01","8,13Е-01","3,26Е-01","6,54Е-01","7,19Е-01","2,88Е-01","7,91Е-01","3,17Е-01","1,27Е-01","1,68Е+01"
"3,90Е-02","0,00Е+00","6,47Е-01","1,00Е+00","6,85Е-01","1,00Е+00","8,24Е-01","7,05Е-02","1,00Е+00","9,14Е-01","8,09Е-01","8,93Е-01","9,82Е-02","1,52Е-03","0,00Е+00","2,52Е-02","3,90Е-02","2,67Е-02","3,90Е-02","3,21Е-02","2,75Е-03","3,90Е-02","3,56Е-02","3,15Е-02","3,48Е-02","3,83Е-03","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","6,47Е-01","4,43Е-01","6,47Е-01","5,33Е-01","4,56Е-02","6,47Е-01","5,91Е-01","5,23Е-01","5,78Е-01","6,35Е-02","1,00Е+00","6,85Е-01","1,00Е+00","8,24Е-01","7,05Е-02","1,00Е+00","9,14Е-01","8,09Е-01","8,93Е-01","9,82Е-02","4,69Е-01","6,85Е-01","5,65Е-01","4,83Е-02","6,85Е-01","6,26Е-01","5,54Е-01","6,12Е-01","6,73Е-02","1,00Е+00","8,24Е-01","7,05Е-02","1,00Е+00","9,14Е-01","8,09Е-01","8,93Е-01","9,82Е-02","6,79Е-01","5,81Е-02","8,24Е-01","7,53Е-01","6,66Е-01","7,36Е-01","8,09Е-02","4,97Е-03","7,05Е-02","6,44Е-02","5,70Е-02","6,30Е-02","6,92Е-03","1,00Е+00","9,14Е-01","8,09Е-01","8,93Е-01","9,82Е-02","8,36Е-01","7,39Е-01","8,17Е-01","8,98Е-02","6,54Е-01","7,22Е-01","7,94Е-02","7,98Е-01","8,77Е-02","9,65Е-03","2,19Е+01"
"5,11Е-02","0,00Е+00","6,47Е-01","0,00Е+00","6,85Е-01","0,00Е+00","8,75Е-01","4,40Е-02","1,00Е+00","9,14Е-01","8,09Е-01","8,94Е-01","1,49Е-01","2,61Е-03","0,00Е+00","3,31Е-02","0,00Е+00","3,50Е-02","0,00Е+00","4,48Е-02","2,25Е-03","5,11Е-02","4,67Е-02","4,13Е-02","4,57Е-02","7,61Е-03","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","0,00Е+00","4,43Е-01","0,00Е+00","5,66Е-01","2,84Е-02","6,47Е-01","5,91Е-01","5,23Е-01","5,78Е-01","9,62Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,69Е-01","0,00Е+00","6,00Е-01","3,01Е-02","6,85Е-01","6,26Е-01","5,54Е-01","6,12Е-01","1,02Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","7,66Е-01","3,85Е-02","8,75Е-01","8,00Е-01","7,08Е-01","7,82Е-01","1,30Е-01","1,93Е-03","4,40Е-02","4,02Е-02","3,56Е-02","3,93Е-02","6,54Е-03","1,00Е+00","9,14Е-01","8,09Е-01","8,94Е-01","1,49Е-01","8,36Е-01","7,39Е-01","8,17Е-01","1,36Е-01","6,54Е-01","7,22Е-01","1,20Е-01","7,99Е-01","1,33Е-01","2,21Е-02","2,75Е+01"
"4,15Е-02","0,00Е+00","6,47Е-01","0,00Е+00","6,85Е-01","2,69Е-01","9,11Е-01","5,66Е-02","1,00Е+00","9,14Е-01","8,09Е-01","7,96Е-01","3,39Е-01","1,72Е-03","0,00Е+00","2,68Е-02","0,00Е+00","2,84Е-02","1,11Е-02","3,78Е-02","2,35Е-03","4,15Е-02","3,79Е-02","3,35Е-02","3,30Е-02","1,40Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","0,00Е+00","4,43Е-01","1,74Е-01","5,89Е-01","3,66Е-02","6,47Е-01","5,91Е-01","5,23Е-01","5,15Е-01","2,19Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,69Е-01","1,84Е-01","6,24Е-01","3,88Е-02","6,85Е-01","6,26Е-01","5,54Е-01","5,45Е-01","2,32Е-01","7,22Е-02","2,45Е-01","1,52Е-02","2,69Е-01","2,46Е-01","2,17Е-01","2,14Е-01","9,10Е-02","8,31Е-01","5,16Е-02","9,11Е-01","8,33Е-01","7,37Е-01","7,26Е-01","3,09Е-01","3,21Е-03","5,66Е-02","5,18Е-02","4,58Е-02","4,51Е-02","1,92Е-02","1,00Е+00","9,14Е-01","8,09Е-01","7,96Е-01","3,39Е-01","8,36Е-01","7,39Е-01","7,28Е-01","3,09Е-01","6,54Е-01","6,44Е-01","2,74Е-01","6,34Е-01","2,70Е-01","1,15Е-01","2,19Е+01"
"1,52Е-01","0,00Е+00","6,47Е-01","0,00Е+00","5,06Е-01","5,79Е-02","1,00Е+00","3,46Е-02","1,00Е+00","9,14Е-01","8,09Е-01","3,31Е-01","3,20Е-01","2,31Е-02","0,00Е+00","9,82Е-02","0,00Е+00","7,69Е-02","8,79Е-03","1,52Е-01","5,26Е-03","1,52Е-01","1,39Е-01","1,23Е-01","5,02Е-02","4,86Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","0,00Е+00","3,27Е-01","3,74Е-02","6,47Е-01","2,24Е-02","6,47Е-01","5,91Е-01","5,23Е-01","2,14Е-01","2,07Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","2,56Е-01","2,93Е-02","5,06Е-01","1,75Е-02","5,06Е-01","4,63Е-01","4,09Е-01","1,67Е-01","1,62Е-01","3,35Е-03","5,79Е-02","2,00Е-03","5,79Е-02","5,29Е-02","4,68Е-02","1,91Е-02","1,85Е-02","1,00Е+00","3,46Е-02","1,00Е+00","9,14Е-01","8,09Е-01","3,31Е-01","3,20Е-01","1,20Е-03","3,46Е-02","3,17Е-02","2,80Е-02","1,15Е-02","1,11Е-02","1,00Е+00","9,14Е-01","8,09Е-01","3,31Е-01","3,20Е-01","8,36Е-01","7,39Е-01","3,02Е-01","2,93Е-01","6,54Е-01","2,67Е-01","2,59Е-01","1,09Е-01","1,06Е-01","1,02Е-01","2,31Е+01"
"5,50Е-02","0,00Е+00","6,47Е-01","0,00Е+00","5,06Е-01","2,70Е-01","1,00Е+00","1,85Е-02","1,00Е+00","9,14Е-01","8,09Е-01","9,46Е-01","4,22Е-02","3,02Е-03","0,00Е+00","3,56Е-02","0,00Е+00","2,78Е-02","1,48Е-02","5,50Е-02","1,01Е-03","5,50Е-02","5,03Е-02","4,45Е-02","5,20Е-02","2,32Е-03","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","0,00Е+00","3,27Е-01","1,75Е-01","6,47Е-01","1,19Е-02","6,47Е-01","5,91Е-01","5,23Е-01","6,12Е-01","2,73Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","2,56Е-01","1,37Е-01","5,06Е-01","9,34Е-03","5,06Е-01","4,63Е-01","4,09Е-01","4,79Е-01","2,14Е-02","7,29Е-02","2,70Е-01","4,98Е-03","2,70Е-01","2,47Е-01","2,18Е-01","2,55Е-01","1,14Е-02","1,00Е+00","1,85Е-02","1,00Е+00","9,14Е-01","8,09Е-01","9,46Е-01","4,22Е-02","3,40Е-04","1,85Е-02","1,69Е-02","1,49Е-02","1,75Е-02","7,79Е-04","1,00Е+00","9,14Е-01","8,09Е-01","9,46Е-01","4,22Е-02","8,36Е-01","7,39Е-01","8,65Е-01","3,86Е-02","6,54Е-01","7,65Е-01","3,41Е-02","8,95Е-01","3,99Е-02","1,78Е-03","5,00Е+01"
"6,37Е-02","0,00Е+00","6,47Е-01","1,00Е+00","5,06Е-01","5,98Е-01","9,67Е-01","2,07Е-02","1,00Е+00","9,14Е-01","8,09Е-01","9,46Е-01","5,52Е-02","4,05Е-03","0,00Е+00","4,12Е-02","6,37Е-02","3,22Е-02","3,81Е-02","6,16Е-02","1,31Е-03","6,37Е-02","5,82Е-02","5,15Е-02","6,02Е-02","3,51Е-03","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","6,47Е-01","3,27Е-01","3,87Е-01","6,25Е-01","1,34Е-02","6,47Е-01","5,91Е-01","5,23Е-01","6,11Е-01","3,57Е-02","1,00Е+00","5,06Е-01","5,98Е-01","9,67Е-01","2,07Е-02","1,00Е+00","9,14Е-01","8,09Е-01","9,46Е-01","5,52Е-02","2,56Е-01","3,03Е-01","4,89Е-01","1,05Е-02","5,06Е-01","4,63Е-01","4,09Е-01","4,79Е-01","2,79Е-02","3,58Е-01","5,78Е-01","1,24Е-02","5,98Е-01","5,47Е-01","4,84Е-01","5,66Е-01","3,30Е-02","9,35Е-01","2,00Е-02","9,67Е-01","8,84Е-01","7,82Е-01","9,14Е-01","5,34Е-02","4,26Е-04","2,07Е-02","1,89Е-02","1,67Е-02","1,95Е-02","1,14Е-03","1,00Е+00","9,14Е-01","8,09Е-01","9,46Е-01","5,52Е-02","8,36Е-01","7,39Е-01","8,64Е-01","5,04Е-02","6,54Е-01","7,65Е-01","4,46Е-02","8,94Е-01","5,22Е-02","3,05Е-03","5,00Е+01"
"7,34Е-02","0,00Е+00","6,47Е-01","1,00Е+00","5,06Е-01","6,62Е-01","9,74Е-01","6,62Е-03","1,00Е+00","9,14Е-01","8,09Е-01","9,88Е-01","3,39Е-02","5,39Е-03","0,00Е+00","4,75Е-02","7,34Е-02","3,72Е-02","4,86Е-02","7,15Е-02","4,86Е-04","7,34Е-02","6,71Е-02","5,94Е-02","7,25Е-02","2,49Е-03","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","6,47Е-01","3,27Е-01","4,28Е-01","6,30Е-01","4,28Е-03","6,47Е-01","5,91Е-01","5,23Е-01","6,39Е-01","2,19Е-02","1,00Е+00","5,06Е-01","6,62Е-01","9,74Е-01","6,62Е-03","1,00Е+00","9,14Е-01","8,09Е-01","9,88Е-01","3,39Е-02","2,56Е-01","3,35Е-01","4,93Е-01","3,35Е-03","5,06Е-01","4,63Е-01","4,09Е-01","5,00Е-01","1,72Е-02","4,38Е-01","6,45Е-01","4,38Е-03","6,62Е-01","6,05Е-01","5,35Е-01","6,54Е-01","2,25Е-02","9,49Е-01","6,45Е-03","9,74Е-01","8,91Е-01","7,88Е-01","9,62Е-01","3,31Е-02","4,38Е-05","6,62Е-03","6,05Е-03","5,35Е-03","6,54Е-03","2,25Е-04","1,00Е+00","9,14Е-01","8,09Е-01","9,88Е-01","3,39Е-02","8,36Е-01","7,39Е-01","9,03Е-01","3,10Е-02","6,54Е-01","7,99Е-01","2,74Е-02","9,76Е-01","3,35Е-02","1,15Е-03","5,00Е+01"
"1,04Е-01","0,00Е+00","6,47Е-01","0,00Е+00","5,06Е-01","5,09Е-01","1,00Е+00","3,59Е-03","1,00Е+00","9,14Е-01","8,09Е-01","9,22Е-01","2,15Е-01","1,08Е-02","0,00Е+00","6,71Е-02","0,00Е+00","5,25Е-02","5,28Е-02","1,04Е-01","3,72Е-04","1,04Е-01","9,48Е-02","8,38Е-02","9,57Е-02","2,23Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","0,00Е+00","3,27Е-01","3,29Е-01","6,47Е-01","2,32Е-03","6,47Е-01","5,91Е-01","5,23Е-01","5,96Е-01","1,39Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","2,56Е-01","2,57Е-01","5,06Е-01","1,82Е-03","5,06Е-01","4,63Е-01","4,09Е-01","4,67Е-01","1,09Е-01","2,59Е-01","5,09Е-01","1,83Е-03","5,09Е-01","4,65Е-01","4,11Е-01","4,69Е-01","1,09Е-01","1,00Е+00","3,59Е-03","1,00Е+00","9,14Е-01","8,09Е-01","9,22Е-01","2,15Е-01","1,29Е-05","3,59Е-03","3,28Е-03","2,90Е-03","3,31Е-03","7,73Е-04","1,00Е+00","9,14Е-01","8,09Е-01","9,22Е-01","2,15Е-01","8,36Е-01","7,39Е-01","8,43Е-01","1,97Е-01","6,54Е-01","7,46Е-01","1,74Е-01","8,51Е-01","1,99Е-01","4,63Е-02","5,00Е+01"
"9,29Е-02","0,00Е+00","6,47Е-01","1,00Е+00","5,82Е-01","4,43Е-01","8,93Е-01","0,00Е+00","1,00Е+00","9,14Е-01","8,09Е-01","8,76Е-01","1,97Е-01","8,62Е-03","0,00Е+00","6,00Е-02","9,29Е-02","5,41Е-02","4,12Е-02","8,29Е-02","0,00Е+00","9,29Е-02","8,49Е-02","7,51Е-02","8,14Е-02","1,83Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","6,47Е-01","3,77Е-01","2,87Е-01","5,77Е-01","0,00Е+00","6,47Е-01","5,91Е-01","5,23Е-01","5,67Е-01","1,28Е-01","1,00Е+00","5,82Е-01","4,43Е-01","8,93Е-01","0,00Е+00","1,00Е+00","9,14Е-01","8,09Е-01","8,76Е-01","1,97Е-01","3,39Е-01","2,58Е-01","5,20Е-01","0,00Е+00","5,82Е-01","5,32Е-01","4,71Е-01","5,10Е-01","1,15Е-01","1,97Е-01","3,96Е-01","0,00Е+00","4,43Е-01","4,05Е-01","3,58Е-01","3,89Е-01","8,75Е-02","7,97Е-01","0,00Е+00","8,93Е-01","8,16Е-01","7,22Е-01","7,83Е-01","1,76Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,00Е+00","9,14Е-01","8,09Е-01","8,76Е-01","1,97Е-01","8,36Е-01","7,39Е-01","8,01Е-01","1,80Е-01","6,54Е-01","7,09Е-01","1,60Е-01","7,68Е-01","1,73Е-01","3,89Е-02","5,00Е+01"
"1,25Е-01","0,00Е+00","6,47Е-01","0,00Е+00","5,82Е-01","2,58Е-01","1,00Е+00","4,06Е-03","1,00Е+00","9,14Е-01","8,09Е-01","1,00Е+00","9,12Е-01","1,56Е-02","0,00Е+00","8,07Е-02","0,00Е+00","7,27Е-02","3,22Е-02","1,25Е-01","5,06Е-04","1,25Е-01","1,14Е-01","1,01Е-01","1,25Е-01","1,14Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","0,00Е+00","3,77Е-01","1,67Е-01","6,47Е-01","2,62Е-03","6,47Е-01","5,91Е-01","5,23Е-01","6,47Е-01","5,90Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","3,39Е-01","1,50Е-01","5,82Е-01","2,36Е-03","5,82Е-01","5,32Е-01","4,71Е-01","5,82Е-01","5,31Е-01","6,64Е-02","2,58Е-01","1,05Е-03","2,58Е-01","2,36Е-01","2,08Е-01","2,58Е-01","2,35Е-01","1,00Е+00","4,06Е-03","1,00Е+00","9,14Е-01","8,09Е-01","1,00Е+00","9,12Е-01","1,64Е-05","4,06Е-03","3,71Е-03","3,28Е-03","4,06Е-03","3,70Е-03","1,00Е+00","9,14Е-01","8,09Е-01","1,00Е+00","9,12Е-01","8,36Е-01","7,39Е-01","9,14Е-01","8,33Е-01","6,54Е-01","8,09Е-01","7,37Е-01","1,00Е+00","9,12Е-01","8,31Е-01","1,38Е+01"
"2,08Е-01","0,00Е+00","6,47Е-01","0,00Е+00","5,82Е-01","1,11Е-01","1,00Е+00","6,73Е-04","1,00Е+00","9,14Е-01","8,09Е-01","1,00Е+00","1,00Е+00","4,32Е-02","0,00Е+00","1,34Е-01","0,00Е+00","1,21Е-01","2,30Е-02","2,08Е-01","1,40Е-04","2,08Е-01","1,90Е-01","1,68Е-01","2,08Е-01","2,08Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","0,00Е+00","3,77Е-01","7,15Е-02","6,47Е-01","4,35Е-04","6,47Е-01","5,91Е-01","5,23Е-01","6,47Е-01","6,47Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","3,39Е-01","6,44Е-02","5,82Е-01","3,92Е-04","5,82Е-01","5,32Е-01","4,71Е-01","5,82Е-01","5,82Е-01","1,22Е-02","1,11Е-01","7,44Е-05","1,11Е-01","1,01Е-01","8,94Е-02","1,11Е-01","1,11Е-01","1,00Е+00","6,73Е-04","1,00Е+00","9,14Е-01","8,09Е-01","1,00Е+00","1,00Е+00","4,53Е-07","6,73Е-04","6,15Е-04","5,44Е-04","6,73Е-04","6,73Е-04","1,00Е+00","9,14Е-01","8,09Е-01","1,00Е+00","1,00Е+00","8,36Е-01","7,39Е-01","9,14Е-01","9,14Е-01","6,54Е-01","8,09Е-01","8,09Е-01","1,00Е+00","1,00Е+00","1,00Е+00","1,38Е+01"
"2,20Е-01","0,00Е+00","6,47Е-01","0,00Е+00","5,88Е-01","7,19Е-01","9,78Е-01","1,70Е-02","1,00Е+00","9,14Е-01","8,09Е-01","1,00Е+00","3,23Е-01","4,85Е-02","0,00Е+00","1,42Е-01","0,00Е+00","1,30Е-01","1,58Е-01","2,16Е-01","3,74Е-03","2,20Е-01","2,01Е-01","1,78Е-01","2,20Е-01","7,12Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","0,00Е+00","3,81Е-01","4,65Е-01","6,33Е-01","1,10Е-02","6,47Е-01","5,91Е-01","5,23Е-01","6,47Е-01","2,09Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","3,46Е-01","4,23Е-01","5,76Е-01","9,99Е-03","5,88Е-01","5,38Е-01","4,76Е-01","5,88Е-01","1,90Е-01","5,17Е-01","7,03Е-01","1,22Е-02","7,19Е-01","6,57Е-01","5,81Е-01","7,19Е-01","2,32Е-01","9,57Е-01","1,66Е-02","9,78Е-01","8,94Е-01","7,91Е-01","9,78Е-01","3,16Е-01","2,88Е-04","1,70Е-02","1,55Е-02","1,37Е-02","1,70Е-02","5,49Е-03","1,00Е+00","9,14Е-01","8,09Е-01","1,00Е+00","3,23Е-01","8,36Е-01","7,39Е-01","9,14Е-01","2,95Е-01","6,54Е-01","8,09Е-01","2,61Е-01","1,00Е+00","3,23Е-01","1,04Е-01","1,50Е+01"
"1,72Е-01","0,00Е+00","6,47Е-01","0,00Е+00","5,88Е-01","5,92Е-01","9,31Е-01","1,96Е-02","1,00Е+00","9,14Е-01","8,09Е-01","9,15Е-01","5,94Е-01","2,95Е-02","0,00Е+00","1,11Е-01","0,00Е+00","1,01Е-01","1,02Е-01","1,60Е-01","3,36Е-03","1,72Е-01","1,57Е-01","1,39Е-01","1,57Е-01","1,02Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","0,00Е+00","3,81Е-01","3,83Е-01","6,02Е-01","1,27Е-02","6,47Е-01","5,91Е-01","5,23Е-01","5,91Е-01","3,84Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","3,46Е-01","3,48Е-01","5,48Е-01","1,15Е-02","5,88Е-01","5,38Е-01","4,76Е-01","5,38Е-01","3,49Е-01","3,50Е-01","5,51Е-01","1,16Е-02","5,92Е-01","5,41Е-01","4,78Е-01","5,41Е-01","3,51Е-01","8,67Е-01","1,82Е-02","9,31Е-01","8,51Е-01","7,53Е-01","8,51Е-01","5,53Е-01","3,83Е-04","1,96Е-02","1,79Е-02","1,58Е-02","1,79Е-02","1,16Е-02","1,00Е+00","9,14Е-01","8,09Е-01","9,15Е-01","5,94Е-01","8,36Е-01","7,39Е-01","8,36Е-01","5,43Е-01","6,54Е-01","7,39Е-01","4,80Е-01","8,36Е-01","5,43Е-01","3,52Е-01","1,39Е+01"
"1,10Е-01","0,00Е+00","6,47Е-01","0,00Е+00","5,88Е-01","6,19Е-01","9,88Е-01","2,08Е-02","1,00Е+00","9,14Е-01","8,09Е-01","1,00Е+00","5,38Е-01","1,22Е-02","0,00Е+00","7,14Е-02","0,00Е+00","6,49Е-02","6,84Е-02","1,09Е-01","2,29Е-03","1,10Е-01","1,01Е-01","8,92Е-02","1,10Е-01","5,94Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","0,00Е+00","3,81Е-01","4,01Е-01","6,39Е-01","1,34Е-02","6,47Е-01","5,91Е-01","5,23Е-01","6,47Е-01","3,48Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","3,46Е-01","3,65Е-01","5,81Е-01","1,22Е-02","5,88Е-01","5,38Е-01","4,76Е-01","5,88Е-01","3,17Е-01","3,84Е-01","6,12Е-01","1,29Е-02","6,19Е-01","5,66Е-01","5,01Е-01","6,19Е-01","3,33Е-01","9,75Е-01","2,05Е-02","9,88Е-01","9,03Е-01","7,99Е-01","9,88Е-01","5,32Е-01","4,31Е-04","2,08Е-02","1,90Е-02","1,68Е-02","2,08Е-02","1,12Е-02","1,00Е+00","9,14Е-01","8,09Е-01","1,00Е+00","5,38Е-01","8,36Е-01","7,39Е-01","9,14Е-01","4,92Е-01","6,54Е-01","8,09Е-01","4,35Е-01","1,00Е+00","5,38Е-01","2,90Е-01","1,33Е+01"
"2,66Е-01","0,00Е+00","6,47Е-01","0,00Е+00","5,88Е-01","5,40Е-01","9,61Е-01","2,33Е-02","1,00Е+00","9,14Е-01","8,09Е-01","1,00Е+00","6,06Е-01","7,06Е-02","0,00Е+00","1,72Е-01","0,00Е+00","1,56Е-01","1,44Е-01","2,55Е-01","6,20Е-03","2,66Е-01","2,43Е-01","2,15Е-01","2,66Е-01","1,61Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,18Е-01","0,00Е+00","3,81Е-01","3,49Е-01","6,21Е-01","1,51Е-02","6,47Е-01","5,91Е-01","5,23Е-01","6,47Е-01","3,92Е-01","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","3,46Е-01","3,18Е-01","5,65Е-01","1,37Е-02","5,88Е-01","5,38Е-01","4,76Е-01","5,88Е-01","3,57Е-01","2,92Е-01","5,19Е-01","1,26Е-02","5,40Е-01","4,94Е-01","4,37Е-01","5,40Е-01","3,27Е-01","9,23Е-01","2,24Е-02","9,61Е-01","8,78Е-01","7,77Е-01","9,61Е-01","5,82Е-01","5,44Е-04","2,33Е-02","2,13Е-02","1,89Е-02","2,33Е-02","1,41Е-02","1,00Е+00","9,14Е-01","8,09Е-01","1,00Е+00","6,06Е-01","8,36Е-01","7,39Е-01","9,14Е-01","5,54Е-01","6,54Е-01","8,09Е-01","4,90Е-01","1,00Е+00","6,06Е-01","3,67Е-01","1,31Е+01"
